CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Unnamed: 19
824163333,43.0,F,5,Uneducated,Single,Less than $40K,Blue,39.0,3.0,2,4,3161.0,2424,0.617,4307,66,0.784,0.767,
709444983,38.0,F,3,Uneducated,,$40K - $60K,Blue,30.0,3.0,2,3,2435.0,2432,0.12,1460,32,0.103,0.999,
711154908,59.0,F,0,Unknown,,Less than $40K,Blue,40.0,5.0,2,2,1845.0,1076,1.016,4319,76,0.551,0.583,
769575783,49.0,F,3,College,Married,Less than $40K,Blue,41.0,3.0,3,3,1603.0,749,0.733,2644,43,0.483,0.467,
720334833,39.0,F,5,College,Single,Less than $40K,Blue,30.0,4.0,1,2,4710.0,1869,0.858,4719,91,0.655,0.397,
709563258,50.0,F,2,Uneducated,Single,Unknown,Blue,41.0,2.0,3,2,2751.0,2253,0.497,2108,40,0.481,0.819,
708205083,38.0,F,1,High School,Married,Less than $40K,Blue,28.0,6.0,4,3,1438.3,0,0.767,4815,81,0.653,0.0,
715276683,52.0,M,2,High School,,$60K - $80K,Blue,45.0,5.0,1,4,24287.0,1676,0.506,5495,69,0.816,0.069,
721254858,42.0,F,5,Graduate,Married,Less than $40K,Blue,18.0,6.0,1,1,1694.0,1074,0.78,3857,70,0.75,0.634,
712257258,50.0,F,1,High School,Single,Less than $40K,Blue,36.0,4.0,2,5,1457.0,0,0.493,1441,39,0.393,0.0,
789616158,33.0,M,3,Unknown,Divorced,Unknown,Blue,27.0,6.0,1,3,25045.0,0,1.018,3444,52,0.926,0.0,
708773583,52.0,F,3,Graduate,Unknown,$40K - $60K,,45.0,5.0,2,0,10859.0,1710,0.974,3987,64,0.829,0.157,
711110733,45.0,M,3,High School,Married,$40K - $60K,Silver,33.0,3.0,2,1,16928.0,1519,0.894,3355,66,0.886,0.09,
714043008,37.0,M,2,High School,,$40K - $60K,Blue,30.0,6.0,3,4,4297.0,0,0.797,4310,76,0.767,0.0,
780602733,42.0,M,3,Uneducated,Single,$60K - $80K,Blue,30.0,4.0,2,3,8302.0,1294,0.558,3221,66,0.61,0.156,
823557333,43.0,F,2,Uneducated,,Less than $40K,Blue,39.0,5.0,3,3,2734.0,2517,0.7,4457,86,0.955,0.921,
772825308,40.0,M,3,Graduate,Divorced,$80K - $120K,Blue,31.0,4.0,2,3,27374.0,1509,0.803,4231,60,0.714,0.055,
713251008,43.0,F,2,Uneducated,Married,Unknown,Blue,38.0,6.0,3,1,2960.0,1853,0.949,3921,63,0.853,0.626,
711175083,54.0,M,3,Doctorate,,$60K - $80K,Blue,41.0,4.0,2,3,9110.0,0,0.662,2999,75,0.786,0.0,
756477333,42.0,F,4,Uneducated,Married,Less than $40K,Blue,35.0,4.0,3,1,1539.0,0,0.944,4793,71,0.614,0.0,
712294983,39.0,F,2,Graduate,Married,$40K - $60K,Blue,36.0,4.0,2,4,1947.0,1160,1.227,4496,71,1.29,0.596,
717023508,45.0,F,3,Unknown,Unknown,$40K - $60K,Blue,36.0,6.0,1,2,2667.0,1551,0.672,4883,85,0.735,0.582,
709869708,54.0,F,3,College,Single,Less than $40K,Blue,45.0,5.0,1,4,3062.0,2039,1.057,4037,71,0.821,0.666,
772133808,47.0,F,3,Post-Graduate,Single,$40K - $60K,Blue,36.0,6.0,5,0,3114.0,1059,0.78,4342,62,0.771,0.34,
768196008,54.0,M,1,Uneducated,Single,$60K - $80K,Blue,48.0,5.0,2,3,14948.0,2158,0.844,3094,56,1.0,0.144,
708916083,49.0,F,0,Doctorate,Unknown,Less than $40K,Blue,37.0,5.0,2,3,1749.0,0,1.006,2510,38,0.407,0.0,
789526458,44.0,M,3,Unknown,Married,$40K - $60K,Blue,36.0,4.0,2,1,2534.0,1706,0.793,3965,57,1.111,0.673,
716079708,46.0,F,3,College,Single,Less than $40K,Blue,36.0,5.0,2,2,2503.0,2373,0.697,4647,65,0.806,0.948,
720087708,38.0,F,3,High School,,Less than $40K,Blue,31.0,4.0,3,2,1854.0,0,0.885,5245,89,0.712,0.0,
714259533,43.0,F,2,Graduate,Married,Less than $40K,Blue,35.0,3.0,1,3,4092.0,622,0.775,5001,88,0.492,0.152,
714691683,62.0,M,1,Graduate,Single,$60K - $80K,Blue,54.0,4.0,1,4,13284.0,607,0.857,4942,76,0.652,0.046,
768420558,59.0,F,0,Graduate,Single,Less than $40K,Blue,53.0,6.0,3,4,4830.0,1469,0.634,3365,63,0.75,0.304,
778364583,45.0,,2,Graduate,Married,Less than $40K,Blue,25.0,3.0,2,3,5911.0,916,0.471,1656,31,0.722,0.155,
719186433,53.0,F,1,College,Single,Unknown,Blue,44.0,3.0,2,2,11012.0,1328,0.617,3793,86,0.654,0.121,
719951208,43.0,M,4,Graduate,Single,$60K - $80K,Blue,24.0,5.0,3,2,19188.0,0,0.453,4366,69,0.816,0.0,
720182658,44.0,F,3,Uneducated,Single,Unknown,Blue,31.0,4.0,2,3,18056.0,940,0.629,4473,72,0.6,0.052,
789022233,50.0,F,2,Uneducated,Single,Less than $40K,Blue,37.0,6.0,5,2,1438.3,754,0.74,4457,69,0.683,0.524,
778353183,31.0,F,0,High School,Married,Less than $40K,Blue,13.0,5.0,2,3,3201.0,984,0.639,5155,77,0.925,0.307,
713789883,50.0,F,4,High School,Married,$40K - $60K,Blue,36.0,6.0,1,1,1479.0,1004,0.827,5116,75,0.974,0.679,
773018583,38.0,F,4,Graduate,Married,Less than $40K,Blue,30.0,5.0,1,2,3144.0,2216,0.741,4717,75,0.562,0.705,
771354633,58.0,M,1,College,,$80K - $120K,Blue,45.0,5.0,3,4,1854.0,1480,0.853,3292,73,0.921,0.798,
717308433,49.0,M,5,Uneducated,Unknown,$60K - $80K,Blue,43.0,3.0,3,3,1960.0,0,0.493,2253,39,0.345,0.0,
712271958,37.0,M,3,Uneducated,Unknown,$80K - $120K,Blue,36.0,4.0,2,3,9782.0,1793,0.886,3672,75,0.923,0.183,
716736858,47.0,F,4,Graduate,Married,Less than $40K,Blue,39.0,3.0,3,2,3144.0,0,0.561,3774,80,0.818,0.0,
713796033,47.0,M,2,Graduate,Married,$40K - $60K,Blue,42.0,6.0,3,3,4738.0,0,0.641,1900,36,0.5,0.0,
710812533,46.0,F,3,High School,Single,Unknown,Silver,36.0,4.0,2,3,34516.0,154,0.602,1987,46,0.586,0.004,
782555058,35.0,F,1,Unknown,Married,Less than $40K,Blue,29.0,4.0,2,3,1438.3,856,0.792,4432,92,0.736,0.595,
714864333,43.0,M,2,College,Divorced,$120K +,Blue,37.0,4.0,1,2,34516.0,0,0.536,1370,38,0.357,0.0,
787918158,32.0,F,0,Uneducated,Married,Less than $40K,Blue,23.0,5.0,2,4,2156.0,1114,0.603,4106,66,0.833,0.517,
779070033,63.0,F,0,College,Single,Less than $40K,Blue,44.0,3.0,4,2,1938.0,0,0.536,3974,56,0.931,0.0,
789945933,61.0,F,1,Graduate,Single,Less than $40K,Blue,,3.0,3,1,1438.3,0,0.925,3560,67,0.861,0.0,
720810783,54.0,F,2,Graduate,Married,Unknown,Blue,44.0,2.0,3,3,3781.0,1692,0.791,2310,43,0.72,0.448,
715627833,48.0,M,3,High School,Married,$60K - $80K,Gold,37.0,6.0,2,0,34516.0,1948,0.666,4539,75,0.705,0.056,
809538783,49.0,M,1,High School,,$120K +,Blue,44.0,6.0,2,3,1438.3,1058,0.56,4109,72,0.8,0.736,
715987758,49.0,M,3,Graduate,,$80K - $120K,Blue,36.0,3.0,2,1,3261.0,0,1.012,3081,50,0.667,0.0,
711967158,35.0,F,3,Graduate,Single,Less than $40K,Blue,23.0,6.0,3,1,2211.0,1370,0.781,4359,79,0.927,0.62,
712325433,39.0,F,2,Unknown,,Unknown,Blue,28.0,6.0,2,2,1493.0,792,0.688,4131,80,0.702,0.53,
716470683,48.0,F,3,Post-Graduate,Married,Unknown,Blue,36.0,3.0,1,3,20631.0,2048,0.676,4827,77,0.711,0.099,
713289183,53.0,F,3,Doctorate,Married,Less than $40K,Blue,33.0,6.0,2,1,2255.0,1647,0.848,4270,76,0.767,0.73,
711549408,51.0,M,3,Uneducated,Married,$80K - $120K,Blue,42.0,5.0,1,3,1507.0,961,0.678,4126,90,0.667,0.638,
709523508,65.0,F,0,Uneducated,Unknown,Less than $40K,Silver,53.0,5.0,1,2,11097.0,0,0.648,4836,83,0.566,0.0,
717578358,49.0,F,4,Graduate,Married,Unknown,Blue,40.0,5.0,1,1,8162.0,1704,0.819,4334,80,0.739,0.209,
711673983,44.0,M,4,Unknown,Single,$60K - $80K,Blue,36.0,3.0,1,2,18721.0,1568,0.788,4537,81,0.8,0.084,
713388108,62.0,F,0,High School,Unknown,Less than $40K,Blue,51.0,4.0,2,3,5210.0,0,0.64,2162,36,0.161,0.0,
715679733,43.0,F,2,Uneducated,Single,Less than $40K,Blue,36.0,5.0,2,4,1736.0,1513,0.829,3462,67,0.558,0.872,
779694183,51.0,M,3,College,Married,$80K - $120K,Blue,34.0,5.0,2,4,1864.0,1427,0.725,3833,73,0.587,0.766,
788544108,43.0,F,2,High School,Single,Less than $40K,,37.0,4.0,3,0,6611.0,1041,0.744,4037,74,0.682,0.157,
715583283,34.0,F,0,Graduate,Married,Unknown,Blue,13.0,4.0,1,4,7942.0,2087,0.754,4068,66,0.61,0.263,
719917233,49.0,M,3,Post-Graduate,Married,$80K - $120K,Blue,36.0,3.0,3,2,13382.0,1159,0.404,1828,45,0.5,0.087,
717103758,63.0,M,0,Graduate,Single,Unknown,Blue,55.0,5.0,0,2,18550.0,0,0.908,2616,42,0.826,0.0,
714621183,39.0,F,3,Graduate,Single,Less than $40K,Blue,36.0,4.0,3,4,2650.0,1646,0.747,4512,80,0.509,0.621,
721365033,37.0,M,3,Uneducated,,$40K - $60K,Blue,36.0,3.0,2,4,1696.0,0,0.857,2095,43,0.536,0.0,
712999008,40.0,F,3,Graduate,Single,Less than $40K,,33.0,3.0,1,1,2628.0,1771,0.788,4316,72,0.6,0.674,
780790008,46.0,F,3,Unknown,Married,$40K - $60K,Blue,39.0,6.0,3,2,1457.0,563,0.711,3967,69,0.568,0.386,
779499933,46.0,M,5,Uneducated,,$80K - $120K,Blue,28.0,6.0,1,1,34516.0,1259,0.671,4300,94,0.741,0.036,
717200508,40.0,F,4,Uneducated,Single,Unknown,Blue,32.0,3.0,1,3,3056.0,2038,0.675,4734,73,0.659,0.667,
716995083,52.0,M,2,High School,Single,$80K - $120K,Blue,44.0,6.0,2,4,2650.0,1049,0.874,4218,64,0.73,0.396,
718137183,58.0,F,1,College,Married,Less than $40K,Blue,38.0,4.0,2,3,3331.0,2251,1.044,5379,92,0.643,0.676,
787507833,49.0,F,1,Uneducated,Unknown,Less than $40K,Blue,38.0,6.0,2,1,3343.0,1820,0.727,4507,63,0.703,0.544,
810974958,51.0,M,2,High School,Married,$60K - $80K,Blue,46.0,5.0,3,2,4123.0,1760,0.869,2447,40,0.429,0.427,
717967833,55.0,F,1,Unknown,Married,Less than $40K,Blue,36.0,3.0,1,0,2677.0,1555,0.639,4757,81,0.688,0.581,
712267983,57.0,F,0,Graduate,Single,Less than $40K,Blue,45.0,4.0,3,3,3023.0,2517,0.646,2477,42,0.615,0.833,
717376758,56.0,F,2,High School,Married,Less than $40K,Blue,47.0,4.0,3,1,2238.0,1324,0.762,4108,72,0.846,0.592,
718250883,59.0,F,2,High School,Married,Unknown,Blue,51.0,3.0,3,3,3875.0,1397,0.573,2312,49,0.581,0.361,
717491058,42.0,M,2,Post-Graduate,Single,$60K - $80K,,26.0,6.0,2,3,20803.0,1747,0.311,4012,60,0.429,0.084,
802243458,48.0,M,2,Doctorate,Single,$40K - $60K,Blue,42.0,6.0,3,2,2760.0,0,0.576,1759,34,0.214,0.0,
714485508,45.0,M,3,Doctorate,Single,$80K - $120K,Blue,36.0,6.0,2,4,9086.0,1254,0.93,3906,81,0.8,0.138,
711377808,47.0,M,3,Graduate,Unknown,$60K - $80K,Blue,36.0,4.0,3,2,21142.0,0,0.812,4360,66,1.357,0.0,
718565733,62.0,M,0,Unknown,,Less than $40K,Blue,36.0,3.0,2,4,3653.0,1769,0.825,4423,67,0.763,0.484,
712723608,44.0,F,3,Uneducated,Unknown,Less than $40K,Blue,36.0,6.0,2,4,1713.0,0,0.678,3999,66,1.062,0.0,
789948408,55.0,M,2,Graduate,Single,$80K - $120K,,46.0,3.0,1,4,34516.0,1718,0.51,5220,74,0.423,0.05,
734909358,43.0,M,4,Graduate,,$80K - $120K,Blue,33.0,4.0,1,1,6548.0,1244,0.667,4354,79,0.927,0.19,
719267283,35.0,F,2,Doctorate,,$40K - $60K,,27.0,6.0,1,0,1953.0,1554,0.581,4598,71,0.651,0.796,
780684933,49.0,M,3,High School,Unknown,$40K - $60K,Blue,38.0,4.0,1,3,3051.0,1783,0.732,4887,69,0.725,0.584,
720330558,44.0,M,3,Graduate,Married,$80K - $120K,Blue,25.0,5.0,2,3,25256.0,966,0.488,2048,40,0.333,0.038,
720784833,48.0,F,3,Graduate,Single,Unknown,Blue,36.0,3.0,3,1,1630.0,1243,0.4,1884,43,0.303,0.763,
789059958,42.0,M,4,High School,Married,$120K +,Gold,30.0,6.0,2,4,34516.0,1045,0.848,3574,75,0.923,0.03,
797138883,43.0,M,4,Unknown,Married,$40K - $60K,Blue,37.0,3.0,2,3,10800.0,1491,0.543,3966,77,0.638,0.138,
721448283,39.0,F,1,Graduate,Single,Less than $40K,Blue,26.0,3.0,3,1,1876.0,1536,0.712,2579,47,0.469,0.819,
710552733,42.0,M,5,Unknown,Married,$60K - $80K,Blue,36.0,2.0,3,2,4963.0,0,0.637,2335,40,0.429,0.0,
742778358,44.0,M,1,Graduate,Single,$60K - $80K,,37.0,3.0,1,4,16739.0,1229,0.497,4014,69,0.568,0.073,
713933658,56.0,F,0,Graduate,Single,Less than $40K,Blue,45.0,3.0,6,2,2463.0,1621,0.568,4118,70,0.591,0.658,
788142483,46.0,M,3,College,Single,$80K - $120K,,38.0,3.0,3,1,34516.0,1278,0.51,4699,73,0.622,0.037,
789705408,50.0,M,2,College,Married,$60K - $80K,Blue,37.0,4.0,1,2,4743.0,1687,0.957,3739,55,0.618,0.356,
780378633,43.0,M,3,College,Unknown,$60K - $80K,Blue,33.0,4.0,3,4,9382.0,1455,0.482,3412,71,0.821,0.155,
817422408,45.0,F,3,Uneducated,Single,Less than $40K,Blue,30.0,3.0,2,3,2059.0,1118,0.788,4110,71,1.152,0.543,
781297983,58.0,M,2,Unknown,Divorced,$60K - $80K,Blue,52.0,6.0,2,3,20410.0,1196,0.726,3525,78,0.733,0.059,
710671608,39.0,F,2,Graduate,Divorced,Less than $40K,Blue,31.0,5.0,3,4,6798.0,918,0.671,3961,69,0.605,0.135,
719967708,44.0,F,2,Unknown,Single,Less than $40K,Blue,32.0,3.0,1,4,6472.0,2128,0.58,3592,66,0.833,0.329,
711879633,45.0,M,3,High School,,Less than $40K,Blue,29.0,4.0,1,2,2766.0,1985,0.796,4480,70,0.75,0.718,
716444733,55.0,,2,Graduate,Married,Less than $40K,,46.0,5.0,3,4,1438.3,0,0.907,4271,79,0.756,0.0,
718460958,49.0,F,2,College,Married,Less than $40K,Blue,35.0,3.0,3,4,3283.0,1856,1.103,4498,64,0.829,0.565,
789953733,46.0,F,3,Graduate,,Less than $40K,,37.0,5.0,1,3,2470.0,1961,0.802,4519,78,0.733,0.794,
770278833,43.0,M,4,Unknown,Married,$120K +,Blue,37.0,3.0,1,3,20695.0,1250,0.605,3924,82,0.783,0.06,
787291308,42.0,F,5,Graduate,Married,Less than $40K,Blue,36.0,5.0,2,4,4228.0,1709,0.493,4389,79,0.58,0.404,
710644158,45.0,M,3,Graduate,Unknown,$80K - $120K,Blue,28.0,5.0,3,1,31743.0,1332,0.665,4293,73,0.622,0.042,
717095733,48.0,F,4,Unknown,,Less than $40K,Blue,29.0,6.0,3,4,3212.0,2517,0.785,4284,69,1.3,0.784,
813338733,47.0,F,3,Unknown,Single,Unknown,Blue,42.0,3.0,2,2,5884.0,1382,0.91,4477,82,0.745,0.235,
787536933,44.0,F,3,Unknown,,Less than $40K,,33.0,6.0,2,3,1724.0,0,0.669,4768,80,0.86,0.0,
714384783,59.0,F,1,Graduate,Married,Less than $40K,Blue,36.0,2.0,3,3,2468.0,0,0.5,2017,37,0.762,0.0,
713847858,49.0,F,3,Graduate,Divorced,Less than $40K,,36.0,3.0,3,3,1438.3,0,0.409,1849,43,0.536,0.0,
809809008,47.0,F,5,Graduate,Married,Less than $40K,Blue,42.0,5.0,1,2,3111.0,1541,0.656,4570,68,0.511,0.495,
719446833,58.0,F,1,High School,Married,Less than $40K,Blue,46.0,4.0,1,3,2799.0,1532,0.583,4214,83,0.537,0.547,
720570333,48.0,F,3,College,,Less than $40K,Blue,36.0,5.0,3,0,1912.0,1163,0.871,4786,81,0.723,0.608,
815308683,46.0,M,3,College,Married,$80K - $120K,Blue,41.0,4.0,3,1,18927.0,887,1.065,3101,54,1.0,0.047,
810875958,51.0,F,3,Graduate,Married,Less than $40K,Blue,46.0,1.0,4,3,2016.0,395,0.711,2473,44,0.571,0.196,
717775608,51.0,M,2,Post-Graduate,,$80K - $120K,,43.0,4.0,2,0,4830.0,1970,0.799,4850,80,0.633,0.408,
718766058,56.0,M,2,Graduate,Single,$80K - $120K,,36.0,1.0,2,2,1438.3,0,0.65,2123,37,0.542,0.0,
710656683,50.0,F,3,High School,Single,Less than $40K,Blue,36.0,4.0,3,1,1986.0,1614,0.554,4442,64,0.73,0.813,
768390708,47.0,M,2,Unknown,,$80K - $120K,Blue,41.0,6.0,1,1,2877.0,1136,0.756,4006,68,0.478,0.395,
713263758,53.0,F,1,College,,Less than $40K,,45.0,3.0,2,2,2312.0,1997,0.787,5085,78,0.773,0.864,
754564308,46.0,F,3,Graduate,,$40K - $60K,Blue,39.0,3.0,3,2,2644.0,2126,0.748,3601,66,0.65,0.804,
827890758,39.0,F,1,Uneducated,Single,Less than $40K,Blue,35.0,5.0,3,0,2062.0,1302,0.631,3785,63,0.75,0.631,
779945508,50.0,F,1,Graduate,Married,Less than $40K,Blue,35.0,5.0,2,2,3510.0,1881,0.66,3808,81,0.884,0.536,
720807183,55.0,M,2,Graduate,Single,$80K - $120K,Blue,36.0,3.0,2,1,15026.0,916,0.721,3281,63,0.8,0.061,
709309308,50.0,M,3,College,Unknown,$80K - $120K,Blue,37.0,1.0,3,2,27186.0,0,0.504,1704,34,0.478,0.0,
715844733,45.0,M,5,High School,Married,$60K - $80K,Blue,36.0,6.0,3,2,2174.0,877,0.644,4596,71,0.449,0.403,
712332183,42.0,M,3,College,Single,$80K - $120K,Blue,36.0,6.0,1,0,29535.0,895,0.952,3934,74,0.644,0.03,
790123983,50.0,F,2,High School,Single,Less than $40K,Blue,43.0,4.0,2,1,2974.0,2090,0.975,4297,88,0.833,0.703,
711721458,50.0,F,2,Graduate,Unknown,Less than $40K,Blue,36.0,5.0,2,2,1438.3,0,0.658,2329,43,0.593,0.0,
716860233,51.0,F,3,Uneducated,Married,Less than $40K,Blue,39.0,3.0,3,0,8148.0,701,0.819,4124,87,0.891,0.086,
714678408,48.0,F,4,Post-Graduate,Married,Less than $40K,Blue,31.0,6.0,6,4,2646.0,1983,0.7,4727,83,0.804,0.749,
708798483,37.0,F,3,Unknown,Single,Unknown,Blue,24.0,2.0,3,2,2054.0,0,0.87,2567,43,0.593,0.0,
708501783,43.0,M,2,High School,,$120K +,Blue,36.0,6.0,2,4,34516.0,1477,0.324,1868,40,0.212,0.043,
713645883,37.0,F,1,High School,Single,Less than $40K,,23.0,6.0,3,4,1879.0,1486,0.836,5202,88,0.692,0.791,
718622658,45.0,M,4,High School,Single,$80K - $120K,,34.0,3.0,2,3,15913.0,1696,0.632,4472,86,0.792,0.107,
710641008,44.0,F,2,High School,,Less than $40K,Blue,36.0,5.0,3,4,8685.0,0,0.666,2473,56,0.6,0.0,
718547358,60.0,F,2,Uneducated,Unknown,$40K - $60K,Blue,52.0,4.0,3,2,2676.0,1740,0.735,3863,69,0.725,0.65,
716177583,58.0,F,1,Post-Graduate,Single,Less than $40K,Blue,36.0,6.0,2,4,1438.3,0,0.657,4722,89,0.745,0.0,
713417433,42.0,M,2,Graduate,Single,$40K - $60K,Blue,28.0,3.0,1,3,1711.0,0,0.983,4496,77,0.925,0.0,
713043183,61.0,M,0,High School,Single,$40K - $60K,,48.0,3.0,2,4,2572.0,1969,0.644,4313,84,0.787,0.766,
719328858,56.0,M,4,High School,Married,$60K - $80K,Blue,43.0,6.0,2,6,4535.0,0,0.831,2342,40,0.6,0.0,
718501983,44.0,M,2,Graduate,Married,$60K - $80K,Blue,36.0,5.0,6,1,5950.0,1117,0.57,4682,89,0.679,0.188,
803800533,39.0,M,1,Unknown,Single,$40K - $60K,,33.0,3.0,3,4,2088.0,975,1.144,2866,59,0.735,0.467,
771790083,43.0,F,3,Unknown,,Less than $40K,Silver,32.0,4.0,3,2,10466.0,2080,0.648,4116,64,0.684,0.199,
712817808,39.0,M,2,Graduate,Married,$60K - $80K,Blue,23.0,5.0,2,1,4761.0,1561,0.69,2045,53,1.65,0.328,
811697958,50.0,F,4,Unknown,,Less than $40K,Blue,45.0,4.0,1,4,1488.0,755,0.783,4451,65,0.711,0.507,
817089408,44.0,M,2,College,,$60K - $80K,Blue,27.0,3.0,1,2,19114.0,1754,0.865,4413,69,0.725,0.092,
803406558,30.0,F,1,Uneducated,Single,Unknown,Blue,24.0,3.0,5,4,7536.0,1272,0.683,4189,86,0.911,0.169,
717297708,47.0,F,1,Graduate,Single,Unknown,Blue,37.0,6.0,3,3,2441.0,1672,0.893,4439,74,0.682,0.685,
808756458,47.0,M,3,Graduate,Married,$80K - $120K,,42.0,6.0,3,3,13189.0,1205,0.708,3821,83,0.66,0.091,
718352358,49.0,F,3,Post-Graduate,,Less than $40K,Blue,35.0,3.0,3,2,1914.0,0,0.677,2687,41,0.414,0.0,
780638958,42.0,F,2,Graduate,Divorced,$40K - $60K,Blue,31.0,6.0,2,1,2468.0,1850,0.775,4483,77,0.54,0.75,
721026033,57.0,F,1,Unknown,Single,Less than $40K,Blue,44.0,4.0,3,2,2564.0,1258,1.156,2673,43,0.87,0.491,
719894433,43.0,F,4,Unknown,Married,Less than $40K,Blue,24.0,6.0,2,3,1679.0,951,0.706,2492,43,0.593,0.566,
812493033,44.0,F,3,High School,Single,$40K - $60K,Blue,37.0,4.0,1,1,3410.0,1110,0.63,5102,63,0.615,0.326,
718256658,45.0,F,3,Uneducated,Married,Less than $40K,Blue,38.0,6.0,5,1,2728.0,0,0.879,4554,75,0.744,0.0,
711421233,51.0,M,3,High School,Single,$60K - $80K,Blue,43.0,5.0,3,3,7119.0,1513,0.925,4969,84,0.909,0.213,
710335983,57.0,F,0,High School,,Less than $40K,,36.0,5.0,1,3,3532.0,869,1.038,4297,64,0.778,0.246,
720108783,60.0,F,1,Uneducated,,Unknown,Blue,50.0,6.0,3,3,7459.0,1717,1.001,4328,68,0.581,0.23,
818259558,64.0,F,0,Graduate,Single,Less than $40K,Blue,56.0,4.0,2,3,2294.0,1582,0.775,3951,79,0.881,0.69,
708511983,37.0,M,3,Graduate,Married,$80K - $120K,,18.0,5.0,3,2,1663.0,0,0.778,3950,82,0.864,0.0,
708838908,49.0,F,3,Unknown,Single,$40K - $60K,Blue,42.0,4.0,3,4,5129.0,1654,0.618,3192,61,0.848,0.322,
778720533,53.0,F,4,Graduate,Married,Less than $40K,Blue,37.0,3.0,2,3,1722.0,0,0.863,2141,35,0.346,0.0,
793015083,46.0,F,4,Graduate,Married,Unknown,Blue,40.0,5.0,3,4,2586.0,1270,0.675,4481,77,0.925,0.491,
821336133,50.0,F,2,High School,Single,Less than $40K,Blue,46.0,5.0,3,2,8708.0,996,0.527,3927,60,0.935,0.114,
713905608,56.0,F,3,Unknown,Single,Less than $40K,Blue,50.0,5.0,2,2,8869.0,0,0.721,3270,63,0.8,0.0,
779164608,45.0,F,3,Graduate,Married,Less than $40K,Blue,34.0,6.0,2,3,2641.0,1336,1.019,4224,77,0.791,0.506,
714835833,43.0,M,4,High School,Divorced,$80K - $120K,,36.0,3.0,3,2,34516.0,1048,0.864,4192,73,0.738,0.03,
823863033,52.0,M,2,Unknown,Married,$80K - $120K,,48.0,6.0,6,1,34516.0,1473,0.642,4254,73,0.587,0.043,
713321508,47.0,F,3,Unknown,Single,Less than $40K,Blue,36.0,3.0,1,4,1965.0,1175,0.657,4579,87,0.74,0.598,
708992733,50.0,F,0,High School,,Less than $40K,Blue,36.0,4.0,3,2,1513.0,0,0.854,4759,98,0.719,0.0,
709488108,42.0,M,4,College,Single,$40K - $60K,Blue,36.0,5.0,2,3,10543.0,0,0.509,1841,39,0.5,0.0,
716094333,49.0,M,1,Graduate,,$80K - $120K,Blue,42.0,6.0,2,1,17764.0,1459,0.964,2750,57,0.9,0.082,
778567983,50.0,F,2,Graduate,,$40K - $60K,Blue,43.0,4.0,1,3,1438.3,0,1.196,4512,77,0.833,0.0,
712178883,49.0,F,2,College,Single,$40K - $60K,Blue,36.0,3.0,2,1,6371.0,1946,0.582,3592,79,0.756,0.305,
717490008,43.0,M,4,Graduate,Divorced,$80K - $120K,,36.0,5.0,1,1,19188.0,1622,0.75,4282,52,0.926,0.085,
718282983,60.0,M,0,College,Unknown,Less than $40K,Blue,47.0,6.0,3,3,3076.0,2257,0.795,4522,75,0.471,0.734,
747208083,49.0,M,4,Graduate,Single,$40K - $60K,Blue,42.0,3.0,3,2,2822.0,1501,1.043,4344,68,1.194,0.532,
820276908,42.0,F,4,College,Married,$40K - $60K,Blue,37.0,3.0,3,1,4139.0,0,0.547,2232,41,0.464,0.0,
719960133,42.0,M,3,College,,$80K - $120K,Silver,26.0,3.0,2,2,34516.0,904,0.726,3910,68,0.659,0.026,
711062958,43.0,M,3,Graduate,Single,$120K +,Blue,23.0,5.0,2,2,4121.0,2084,0.807,3462,49,1.042,0.506,
714917583,42.0,F,2,Doctorate,Unknown,Less than $40K,Silver,36.0,6.0,1,2,10074.0,1079,0.813,3338,65,0.711,0.107,
767256933,43.0,M,5,Uneducated,Married,$60K - $80K,Blue,36.0,6.0,2,4,2621.0,598,0.967,4852,85,0.771,0.228,
712568358,47.0,M,1,High School,,$60K - $80K,Blue,29.0,3.0,2,2,3394.0,0,0.454,3115,69,0.816,0.0,
789182358,56.0,M,1,Uneducated,,$80K - $120K,,45.0,3.0,1,2,17628.0,1414,0.603,3991,76,0.617,0.08,
716989683,56.0,M,2,Doctorate,Single,$80K - $120K,Blue,48.0,4.0,3,3,4480.0,2465,0.772,3331,74,0.682,0.55,
827968383,43.0,F,3,High School,Unknown,Less than $40K,,39.0,5.0,3,2,3370.0,2284,0.673,4084,70,0.628,0.678,
819647358,38.0,M,2,Unknown,Single,$60K - $80K,Blue,33.0,2.0,3,2,12871.0,0,0.598,2413,53,0.606,0.0,
788966958,47.0,F,1,Graduate,Married,Unknown,Blue,34.0,3.0,2,2,3112.0,2023,0.757,4613,86,0.593,0.65,
789502308,57.0,F,3,Unknown,Single,Less than $40K,Blue,49.0,1.0,3,5,1551.0,790,0.811,2379,46,0.769,0.509,
756458508,44.0,M,3,Graduate,Single,$60K - $80K,Blue,37.0,5.0,2,3,1682.0,930,0.903,3309,67,1.03,0.553,
714643983,42.0,F,1,High School,Married,Less than $40K,Blue,36.0,5.0,3,3,2758.0,2017,0.883,4119,73,1.028,0.731,
